Java开发工程师,河北新禾科技有限公司,民营公司,150-500人,计算机软件,4.5-6千/月,石家庄,无工作经验,,招3人,03-24发布,,,,
安卓开发工程师JAVA,江苏瑞孚特物联网科技有限公司,民营公司,50-150人,计算机软件,0.7-1万/月,无锡-滨湖区,2年经验,大专,招1人,03-24发布,,,周末双休;带薪年假;通讯补贴;餐饮补贴;专业培训;节日福利;五险一金,
Java开发工程师,云南友脉投资有限公司,民营公司,1000-5000人,金融/投资/证券,0.8-1万/月,广州-海珠区,5-7年经验,本科,招1人,03-24发布,,,五险一金;员工旅游;交通补贴;年终奖金;定期体检,
Java资深开发工程师,上海慧远医院投资有限公司,民营公司,150-500人,医疗/护理/卫生,1.5-2万/月,上海,5-7年经验,本科,招1人,03-24发布,,,五险一金;弹性工作;专业培训;补充医疗保险;补充公积金;通讯补贴;绩效奖金;定期体检;交通补贴;餐饮补贴,
JAVA中级工程师IntermidiateEngineer,广州和晖科技有限公司,民营公司,50-150人,计算机软件,0.8-1.2万/月,广州,2年经验,大专,招2人,03-24发布,英语良好,,通讯补贴;五险一金;员工旅游;年终奖金;定期体检;全勤奖;电话补助;岗位绩效,
Java开发工程师,厦门市鋆鹭软件科技有限公司,民营公司,少于50人,计算机软件,0.8-1万/月,厦门,3-4年经验,大专,招若干人,03-24发布,,,绩效奖金;年终奖金;医社保,
Java开发助理,成都三个字信息技术有限公司,民营公司,150-500人,计算机软件,3-4.5千/月,成都,无工作经验,大专,招3人,03-24发布,,,,
中高级Java,北京宝信科技有限公司,民营公司,50-150人,计算机软件,1-1.5万/月,上海-浦东新区,无工作经验,,招3人,03-24发布,,,五险一金;年终奖金;绩效奖金,
Java中级开发工程师-鼎富科技-华南营运中心,北京神州泰岳软件股份有限公司,上市公司,1000-5000人,计算机软件,1-1.5万/月,广州,3-4年经验,本科,招2人,03-24发布,,,做五休二;周末双休;带薪年假;五险一金;绩效奖金;交通补贴,
Java开发工程师助理,深圳市搜奇合创科技发展有限公司,民营公司,50-150人,计算机软件,4.5-6千/月,深圳-南山区,无工作经验,,招20人,03-24发布,,,,
急招JAVA开发工程师,千佰特科技有限公司,民营公司,50-150人,互联网/电子商务,0.8-1.2万/月,深圳-福田区,2年经验,大专,招若干人,03-24发布,,,五险;员工旅游;交通补贴;年终奖金;专业培训;绩效奖金;周末双休;全勤奖;节日福利;生日福利,
Java开发工程师,返利网,合资,500-1000人,互联网/电子商务,1.5-3万/月,上海,3-4年经验,本科,招1人,03-24发布,,,五险一金;绩效奖金;全勤奖;做五休二;餐饮补贴;节日福利;专业培训,
Java架构师,上海利唐信息科技有限公司,民营公司,150-500人,计算机软件,2.5-3.5万/月,上海-静安区,5-7年经验,本科,招2人,03-24发布,,,五险一金;补充医疗保险;员工旅游;定期体检;年终奖金;通讯补贴,
